epochs,losses,size_losses,religion_losses,ethnicity_losses,religion_accuracies,ethnicity_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
15,18.97335433959961,1.9230380058288574,10.943639755249023,6.1066765785217285,51.03989089669281,73.06512103648141,72.44585752487183,65.51695648601536,53.53910994529724,3.1841259002685547,0.9275689688183278,0.001,64,lr_0.001_hc_64
16,18.59410285949707,1.9663358926773071,10.710413932800293,5.91735315322876,51.551312649164686,73.0310262529833,70.84417939186096,65.14217276466964,57.00165033340454,3.2188780307769775,0.9229311239742362,0.001,64,lr_0.001_hc_64
17,18.455169677734375,1.9301543235778809,10.569886207580566,5.955129146575928,52.38663484486874,72.4855097170133,70.9895670413971,65.28723720109303,60.45988488197327,3.229574680328369,0.918316468354365,0.001,64,lr_0.001_hc_64
18,17.692955017089844,1.8720225095748901,9.927471160888672,5.89346170425415,53.47766791680873,72.45141493351517,71.97450995445251,65.96786426825881,63.84007000923157,3.148721933364868,0.9137248860125932,0.001,64,lr_0.001_hc_64
19,17.84685516357422,1.8911558389663696,9.887124061584473,6.068575382232666,53.15376747357654,72.7071258097511,72.15035557746887,66.00374962026551,67.24064445495605,3.168335437774658,0.9091562615825302,0.001,64,lr_0.001_hc_64
20,17.236623764038086,1.8450535535812378,9.411911010742188,5.979658603668213,54.96079099897716,72.60484145925673,72.05567955970764,66.54043733931384,70.61684036254883,3.142610788345337,0.9046104802746175,0.001,64,lr_0.001_hc_64
21,16.984619140625,1.9116168022155762,9.032779693603516,6.04022216796875,54.50051142175247,72.7071258097511,71.93166017532349,66.3797658022757,74.01687455177307,3.166003942489624,0.9000874278732445,0.001,64,lr_0.001_hc_64
22,16.49483871459961,1.8821542263031006,8.685998916625977,5.926684856414795,54.73917490623934,72.4855097170133,72.13672995567322,66.45380485964195,77.37816858291626,3.1280677318573,0.8955869907338783,0.001,64,lr_0.001_hc_64
23,15.582979202270508,1.8667010068893433,8.025312423706055,5.690965175628662,56.78486191612683,72.99693146948518,72.04427719116211,67.2753568589247,80.91657161712646,3.3018035888671875,0.8911090557802088,0.001,64,lr_0.001_hc_64
24,15.48538589477539,1.9202126264572144,7.762287139892578,5.802886486053467,57.995226730310264,73.15035799522673,70.91028690338135,67.35195720963945,84.44468259811401,3.2941980361938477,0.8866535105013078,0.001,64,lr_0.001_hc_64
25,14.7586088180542,2.031437873840332,7.180903434753418,5.546267509460449,59.427207637231504,73.40606887146267,70.95624208450317,67.92983953106578,87.95691919326782,3.277916431427002,0.8822202429488013,0.001,64,lr_0.001_hc_64
26,14.114130020141602,2.0842199325561523,6.6097822189331055,5.420128345489502,60.109103307194,73.52540061370611,71.01935148239136,68.21795180109716,92.03087186813354,3.832653522491455,0.8778091417340573,0.001,64,lr_0.001_hc_64
27,13.929651260375977,2.050874710083008,6.308613300323486,5.570164203643799,62.46164336856461,73.35492669621549,70.4251766204834,68.74724889508782,95.51310777664185,3.2344536781311035,0.8734200960253871,0.001,64,lr_0.001_hc_64
28,12.88520622253418,2.042489767074585,5.583494186401367,5.259222507476807,64.18342993521992,75.05966587112172,70.66302299499512,69.96870626711225,99.22015690803528,3.462677240371704,0.8690529955452602,0.001,64,lr_0.001_hc_64
29,12.817289352416992,2.0374460220336914,5.439113140106201,5.340730667114258,64.43914081145584,74.19024889191954,69.18333768844604,69.27090913060714,102.6085410118103,3.157766342163086,0.8647077305675338,0.001,64,lr_0.001_hc_64
30,12.534383773803711,2.15714693069458,5.009263515472412,5.367973804473877,66.02454824411865,73.71292192294578,70.17027735710144,69.96924917472197,105.93828129768372,3.1002254486083984,0.8603841919146962,0.001,64,lr_0.001_hc_64
31,11.510305404663086,2.256343126296997,4.251779556274414,5.002182483673096,68.83736788271393,74.8891919536311,69.46049928665161,71.06235304099889,109.50307774543762,3.33109712600708,0.8560822709551227,0.001,64,lr_0.001_hc_64
32,11.579828262329102,2.244342803955078,4.1575398445129395,5.177945137023926,68.0872826457552,74.41186498465736,69.93420124053955,70.81111629031737,112.95079231262207,3.202286720275879,0.851801859600347,0.001,64,lr_0.001_hc_64
33,10.945442199707031,2.2079310417175293,3.7281405925750732,5.00937032699585,69.38288441868394,75.04261847937266,69.07315850257874,71.16622046687844,116.46722149848938,3.2825393676757812,0.8475428503023453,0.001,64,lr_0.001_hc_64
34,10.49632453918457,2.1508805751800537,3.514570474624634,4.830873966217041,70.83191271735424,75.46880327309921,69.28709149360657,71.86260249468668,120.32520914077759,3.618534564971924,0.8433051360508336,0.001,64,lr_0.001_hc_64
35,10.166471481323242,2.201432466506958,3.250774383544922,4.714264869689941,71.71837708830549,75.09376065461984,68.28298568725586,71.69837447672705,124.44425964355469,3.8474652767181396,0.8390886103705794,0.001,64,lr_0.001_hc_64
36,9.655010223388672,2.2056148052215576,2.9427599906921387,4.5066351890563965,72.89464711899079,75.58813501534264,68.8223123550415,72.43503149645831,128.00335264205933,3.309886932373047,0.8348931673187264,0.001,64,lr_0.001_hc_64
37,9.207939147949219,2.1254994869232178,2.7368364334106445,4.345602989196777,72.6218888510058,75.28128196385953,68.95811557769775,72.2870954641877,131.88059949874878,3.6365480422973633,0.8307187014821328,0.001,64,lr_0.001_hc_64
38,8.993952751159668,2.123427391052246,2.451427698135376,4.419097900390625,73.67882713944766,75.55404023184454,69.27767992019653,72.83684909716291,135.84622311592102,3.7168920040130615,0.8265651079747222,0.001,64,lr_0.001_hc_64
39,8.911661148071289,2.135957717895508,2.5164310932159424,4.259273052215576,74.71871803614047,75.58813501534264,68.18709969520569,72.83131758222959,139.85304379463196,3.7186784744262695,0.8224322824348486,0.001,64,lr_0.001_hc_64
40,8.467985153198242,2.104834794998169,2.1331512928009033,4.22999906539917,75.55404023184454,75.94613024207297,69.5016860961914,73.66728552336963,144.60619854927063,4.4710376262664795,0.8183201210226743,0.001,64,lr_0.001_hc_64
41,8.216619491577148,2.138873815536499,1.899542212486267,4.17820405960083,76.2018411183089,75.84384589157858,69.17093396186829,73.73887365725193,148.64145159721375,3.749568462371826,0.8142285204175609,0.001,64,lr_0.001_hc_64
42,7.798806190490723,2.069167137145996,1.8274627923965454,3.9021763801574707,77.12240027275826,76.13365155131265,69.33060884475708,74.195553556276,152.64632654190063,3.7608211040496826,0.810157377815473,0.001,64,lr_0.001_hc_64
43,7.732909202575684,2.1478476524353027,1.713838815689087,3.871222734451294,78.38390726218888,76.37231503579952,68.84084939956665,74.53235723251835,156.55624890327454,3.5407867431640625,0.8061065909263957,0.001,64,lr_0.001_hc_64
44,7.536731719970703,2.0320165157318115,1.6612967252731323,3.843418836593628,78.4691442209342,76.50869416979202,69.35303807258606,74.7769588211041,160.4785590171814,3.677590847015381,0.8020760579717637,0.001,64,lr_0.001_hc_64
45,7.043335914611816,2.0423247814178467,1.4881869554519653,3.512824058532715,79.03170814865325,77.22468462325264,69.03628706932068,75.09755994707552,164.36221575737,3.6281745433807373,0.798065677681905,0.001,64,lr_0.001_hc_64
46,6.9089837074279785,2.1190080642700195,1.4203177690505981,3.3696579933166504,79.96931469485169,76.50869416979202,68.96703839302063,75.14834908588811,168.53143739700317,3.9074206352233887,0.7940753492934954,0.001,64,lr_0.001_hc_64
47,6.617099761962891,2.066131591796875,1.569642424583435,2.981325387954712,80.00340947834981,77.75315376747358,67.86354184150696,75.20670169577679,172.66168904304504,3.8667852878570557,0.7901049725470279,0.001,64,lr_0.001_hc_64
48,6.456943511962891,2.0253260135650635,1.3618719577789307,3.0697457790374756,80.78758949880668,77.94067507671326,68.52810978889465,75.7521247881382,176.75306153297424,3.8401644229888916,0.7861544476842928,0.001,64,lr_0.001_hc_64
49,6.091385841369629,2.063020944595337,1.1907367706298828,2.83762788772583,82.21957040572792,77.85543811796795,67.9602563381195,76.01175495393845,180.80886125564575,3.7758371829986572,0.7822236754458713,0.001,64,lr_0.001_hc_64
50,6.169788360595703,2.0635533332824707,1.2391976118087769,2.867037296295166,81.79338561200137,77.90658029321513,67.51303672790527,75.73766754437393,184.9661099910736,3.8724145889282227,0.778312557068642,0.001,64,lr_0.001_hc_64
51,5.960536003112793,2.044348955154419,1.189774513244629,2.726412296295166,81.29901125127856,78.31571769519263,67.24867820739746,75.62113571795622,189.08651328086853,3.854405641555786,0.7744209942832988,0.001,64,lr_0.001_hc_64
52,5.6696038246154785,2.1622185707092285,1.0398153066635132,2.4675698280334473,82.78213433344698,78.67371292192294,68.5268223285675,76.66088986131247,193.07260751724243,3.715435266494751,0.7705488893118823,0.001,64,lr_0.001_hc_64
53,5.34476375579834,1.941827416419983,1.0159363746643066,2.3869998455047607,82.91851346743948,78.98056597340607,68.04859638214111,76.6492252743289,197.13883519172668,3.78117299079895,0.7666961448653229,0.001,64,lr_0.001_hc_64
54,5.4847331047058105,2.0809953212738037,1.0848078727722168,2.31892991065979,83.34469826116604,79.42379815888168,68.24555993080139,77.00468545028303,200.8543508052826,3.4381885528564453,0.7628626641409962,0.001,64,lr_0.001_hc_64
55,5.405555725097656,1.9563360214233398,1.048752784729004,2.4004671573638916,83.29355608591885,78.84418683941357,68.53456497192383,76.89076929908542,204.40872955322266,3.300511598587036,0.7590483508202912,0.001,64,lr_0.001_hc_64
56,4.83198881149292,1.8447017669677734,0.9896656274795532,1.9976216554641724,84.11183088987386,79.40675076713262,67.05266237258911,76.85708134319853,207.8860969543457,3.2379727363586426,0.7552531090661897,0.001,64,lr_0.001_hc_64
57,4.759498119354248,1.7783602476119995,0.9144500494003296,2.066687822341919,84.62325264234572,79.32151380838731,68.6224102973938,77.52239224937561,211.88101840019226,3.7632293701171875,0.7514768435208588,0.001,64,lr_0.001_hc_64
58,4.798740386962891,1.8955408334732056,0.9293393492698669,1.973860263824463,84.8107739515854,79.49198772587795,68.4563934803009,77.58638505258808,215.48865294456482,3.3528101444244385,0.7477194593032545,0.001,64,lr_0.001_hc_64
59,4.859860420227051,1.8368428945541382,0.9999926686286926,2.023024797439575,84.65734742584384,78.7419024889192,69.19485330581665,77.53136774019323,218.893164396286,3.164546251296997,0.7439808620067382,0.001,64,lr_0.001_hc_64
60,4.607965469360352,1.7306002378463745,0.9021726846694946,1.975192666053772,84.8619161268326,79.3726559836345,69.35873031616211,77.86443414220973,222.35392117500305,3.2081127166748047,0.7402609576967045,0.001,64,lr_0.001_hc_64
61,4.470909595489502,1.7760403156280518,0.8329039216041565,1.861965537071228,84.77667916808728,79.69655642686669,68.25219392776489,77.57514317423963,226.36075377464294,3.713498830795288,0.736559652908221,0.001,64,lr_0.001_hc_64
62,4.470517158508301,1.841650366783142,0.8265796303749084,1.802286982536316,84.93010569382884,79.73065121036481,68.71877312660217,77.79317667693194,229.8883056640625,3.2737698554992676,0.7328768546436799,0.001,64,lr_0.001_hc_64
63,4.5722784996032715,1.790740966796875,0.879244863986969,1.9022927284240723,85.4926696215479,80.42959427207637,68.92774701118469,78.28333696826965,233.3464744091034,3.222681760787964,0.7292124703704616,0.001,64,lr_0.001_hc_64
64,4.3140058517456055,1.8179826736450195,0.7620933055877686,1.7339301109313965,85.61200136379134,80.600068189567,68.98391246795654,78.39866067377163,236.72754001617432,3.1383883953094482,0.7255664080186093,0.001,64,lr_0.001_hc_64
65,4.074442386627197,1.7039110660552979,0.763824999332428,1.6067062616348267,86.08932833276509,79.76474599386295,68.76223087310791,78.20543506657866,240.09825825691223,3.1352670192718506,0.7219385759785162,0.001,64,lr_0.001_hc_64
66,4.0710625648498535,1.6781452894210815,0.7260929942131042,1.666824460029602,85.79952267303102,80.65121036481419,69.19363737106323,78.54812346963614,243.54198026657104,3.2028238773345947,0.7183288830986236,0.001,64,lr_0.001_hc_64
67,4.01409912109375,1.6684975624084473,0.7035291790962219,1.6420726776123047,86.34503920900102,80.46368905557449,68.72591972351074,78.51154932936208,247.28666019439697,3.5110056400299072,0.7147372386831305,0.001,64,lr_0.001_hc_64
68,4.075063705444336,1.6684799194335938,0.6558454632759094,1.7507383823394775,86.53256051824071,80.68530514831231,69.36947703361511,78.86244756672271,250.666512966156,3.1520862579345703,0.7111635524897149,0.001,64,lr_0.001_hc_64
69,3.7777812480926514,1.724256157875061,0.6808410882949829,1.3726840019226074,86.70303443573133,80.66825775656325,67.33680367469788,78.23603195566415,254.07932567596436,3.1815857887268066,0.7076077347272662,0.001,64,lr_0.001_hc_64
70,3.647892951965332,1.6898486614227295,0.5571451783180237,1.4008992910385132,87.02693487896352,80.24207296283669,68.53634119033813,78.60178301071278,257.5385208129883,3.2131290435791016,0.7040696960536299,0.001,64,lr_0.001_hc_64
71,3.7774884700775146,1.6784149408340454,0.6160586476325989,1.4830148220062256,86.87350835322196,81.06034776679168,68.72678399085999,78.88688003695789,260.98506259918213,3.2051336765289307,0.7005493475733617,0.001,64,lr_0.001_hc_64
72,3.632999897003174,1.6732383966445923,0.541464626789093,1.4182966947555542,87.47016706443914,80.92396863279919,67.64426231384277,78.6794660036937,264.56096601486206,3.327941417694092,0.697046600835495,0.001,64,lr_0.001_hc_64
73,3.718045473098755,1.588318109512329,0.5881550908088684,1.5415723323822021,87.38493010569383,80.5489260143198,68.9797043800354,78.97118683334968,268.47892689704895,3.6706454753875732,0.6935613678313175,0.001,64,lr_0.001_hc_64
74,3.5224132537841797,1.6124417781829834,0.5461931824684143,1.3637784719467163,87.55540402318445,80.90692124105013,68.88282895088196,79.11505140503886,272.25903367996216,3.5124385356903076,0.6900935609921609,0.001,64,lr_0.001_hc_64
75,3.67112398147583,1.6333955526351929,0.524661123752594,1.5130671262741089,87.72587794067508,80.53187862257076,69.06758546829224,79.10844734384602,275.97986912727356,3.467984437942505,0.6866430931872001,0.001,64,lr_0.001_hc_64
76,3.6397452354431152,1.6542389392852783,0.4917926788330078,1.4937137365341187,88.1179679509035,80.78758949880668,68.84675621986389,79.25077122319136,279.5478971004486,3.306252956390381,0.6832098777212641,0.001,64,lr_0.001_hc_64
77,3.3335556983947754,1.509587287902832,0.4928121864795685,1.3311561346054077,87.4019774974429,81.5035799522673,69.44687366485596,79.45081037152205,283.07884454727173,3.274635076522827,0.6797938283326578,0.001,64,lr_0.001_hc_64
78,3.4826407432556152,1.6103242635726929,0.5595424771308899,1.3127739429473877,87.65768837367884,80.97511080804637,69.4844126701355,79.37240395062022,286.8859758377075,3.518789529800415,0.6763948591909945,0.001,64,lr_0.001_hc_64
79,3.324650764465332,1.5795416831970215,0.49075326323509216,1.254355788230896,88.15206273440164,82.15138083873167,69.34744119644165,79.88362825652499,290.80614733695984,3.651779890060425,0.6730128848950395,0.001,64,lr_0.001_hc_64
80,3.2251412868499756,1.5163793563842773,0.4170447885990143,1.2917171716690063,88.83395840436414,80.8216842823048,69.21091079711914,79.62218449459603,294.69351053237915,3.6387908458709717,0.6696478204705644,0.001,64,lr_0.001_hc_64
81,3.225093126296997,1.5078026056289673,0.4334295094013214,1.2838610410690308,88.33958404364132,81.92976474599386,69.81284022331238,80.02739633764918,298.2246165275574,3.2691590785980225,0.6662995813682115,0.001,64,lr_0.001_hc_64
82,3.4009158611297607,1.5262701511383057,0.4991401135921478,1.3755056858062744,87.91339924991476,81.63995908625981,68.81526708602905,79.45620847406788,301.6192193031311,3.163651466369629,0.6629680834613705,0.001,64,lr_0.001_hc_64
83,3.2763595581054688,1.5710684061050415,0.4419551193714142,1.2633360624313354,88.1179679509035,81.52062734401636,69.63932514190674,79.75930681227554,305.0704576969147,3.2092905044555664,0.6596532430440636,0.001,64,lr_0.001_hc_64
84,3.1813676357269287,1.522070288658142,0.4021238088607788,1.2571735382080078,89.15785884759632,81.5547221275145,69.31045651435852,80.00767916315644,308.4332854747772,3.1291918754577637,0.6563549768288433,0.001,64,lr_0.001_hc_64
85,3.2893102169036865,1.5934302806854248,0.42808014154434204,1.2677998542785645,88.3054892601432,80.92396863279919,68.8986599445343,79.37603927915889,311.8346652984619,3.152651071548462,0.653073201944699,0.001,64,lr_0.001_hc_64
86,3.126678466796875,1.5601050853729248,0.3942173421382904,1.172356128692627,88.74872144561881,81.69110126150699,69.05574202537537,79.83185491083373,315.23068022727966,3.1651628017425537,0.6498078359349755,0.001,64,lr_0.001_hc_64
87,3.091761589050293,1.5768882036209106,0.3636573255062103,1.1512161493301392,88.95329014660757,82.11728605523355,68.93473863601685,80.00177161261931,318.71531438827515,3.244422674179077,0.6465587967553006,0.001,64,lr_0.001_hc_64
88,3.1590359210968018,1.6172161102294922,0.3974061608314514,1.144413709640503,88.81691101261508,81.87862257074667,69.39682364463806,80.03078574266661,322.1384861469269,3.183863878250122,0.6433260027715241,0.001,64,lr_0.001_hc_64
89,3.242604970932007,1.6647133827209473,0.3944462835788727,1.1834452152252197,88.799863620866,81.86157517899761,69.23735737800598,79.9662653926232,325.6158518791199,3.2167816162109375,0.6401093727576664,0.001,64,lr_0.001_hc_64
90,3.162476062774658,1.5619820356369019,0.3866068720817566,1.213887333869934,88.799863620866,81.3672008182748,68.65167617797852,79.6062468723731,329.18574595451355,3.314276695251465,0.6369088258938781,0.001,64,lr_0.001_hc_64
91,3.1490674018859863,1.6307034492492676,0.31473156809806824,1.2036323547363281,89.08966928060008,82.0490964882373,68.44335198402405,79.86070591762048,332.5986909866333,3.1603548526763916,0.6337242817644086,0.001,64,lr_0.001_hc_64
92,3.2141499519348145,1.6348210573196411,0.3402037024497986,1.239125370979309,89.03852710535288,81.14558472553699,68.42073798179626,79.53494993756203,336.0196108818054,3.1752350330352783,0.6305556603555866,0.001,64,lr_0.001_hc_64
93,3.077077627182007,1.5570052862167358,0.3709660470485687,1.1491062641143799,89.46471189907945,81.94681213774292,68.92068982124329,80.11073795268855,339.4258613586426,3.1532084941864014,0.6274028820538087,0.001,64,lr_0.001_hc_64
94,3.1436221599578857,1.5521703958511353,0.3848933279514313,1.2065584659576416,89.20900102284351,82.32185475622231,70.1667308807373,80.56586221993437,342.8437497615814,3.1669974327087402,0.6242658676435396,0.001,64,lr_0.001_hc_64
95,3.1571884155273438,1.6632379293441772,0.3444574773311615,1.1494929790496826,89.44766450733039,82.10023866348448,68.7781274318695,80.10867686756146,346.25179266929626,3.163949966430664,0.6211445383053219,0.001,64,lr_0.001_hc_64
96,3.182455539703369,1.5875585079193115,0.4034600555896759,1.191437005996704,88.91919536310945,82.91851346743948,69.34500336647034,80.39423739900643,349.7311954498291,3.237293004989624,0.6180388156137953,0.001,64,lr_0.001_hc_64
97,3.165766716003418,1.6529486179351807,0.38628074526786804,1.1265372037887573,89.27719058983975,82.86737129219229,69.28299069404602,80.4758508586927,353.28364658355713,3.309786796569824,0.6149486215357263,0.001,64,lr_0.001_hc_64
98,3.1307923793792725,1.6462191343307495,0.34516263008117676,1.1394106149673462,88.98738493010569,82.98670303443572,69.3562924861908,80.44346015024408,356.6623258590698,3.1392176151275635,0.6118738784280476,0.001,64,lr_0.001_hc_64
99,3.124067783355713,1.607025384902954,0.32836273312568665,1.188679814338684,89.19195363109445,82.7309921581998,69.78538036346436,80.56944205091953,360.093239068985,3.1908838748931885,0.6088145090359074,0.001,64,lr_0.001_hc_64
100,3.163841724395752,1.60029935836792,0.31478437781333923,1.24875807762146,89.07262188885102,82.35594953972041,69.57695484161377,80.33517542339507,363.5720772743225,3.2479336261749268,0.6057704364907278,0.001,64,lr_0.001_hc_64
101,3.0320825576782227,1.5670411586761475,0.32612553238868713,1.138915777206421,89.890896692806,83.03784520968291,68.61075162887573,80.51316451045489,367.28601455688477,3.480487823486328,0.6027415843082742,0.001,64,lr_0.001_hc_64
102,3.1637115478515625,1.625090479850769,0.28247395157814026,1.256147027015686,89.70337538356632,82.56051824070917,69.41055655479431,80.55815005968992,370.70000410079956,3.184448480606079,0.5997278763867329,0.001,64,lr_0.001_hc_64
103,3.098691701889038,1.6287826299667358,0.26575562357902527,1.2041534185409546,89.85680190930788,82.7309921581998,69.609534740448,80.73244293598522,374.5152587890625,3.5814855098724365,0.5967292370047992,0.001,64,lr_0.001_hc_64
104,3.0675973892211914,1.6116411685943604,0.31710782647132874,1.1388484239578247,89.94203886805319,82.76508694169792,69.59769129753113,80.76827236909408,378.2533509731293,3.4777088165283203,0.5937455908197752,0.001,64,lr_0.001_hc_64
105,3.0296261310577393,1.6075254678726196,0.303739994764328,1.1183606386184692,89.60109103307194,82.59461302420729,69.66987252235413,80.62185885987779,381.74987173080444,3.231628179550171,0.5907768628656763,0.001,64,lr_0.001_hc_64
106,3.0331497192382812,1.6607080698013306,0.2860625982284546,1.0863789319992065,89.37947494033412,83.12308216842823,69.32296752929688,80.6085082126864,385.5420732498169,3.540196418762207,0.5878229785513479,0.001,64,lr_0.001_hc_64
107,3.0672855377197266,1.6626983880996704,0.32157623767852783,1.0830110311508179,89.90794408455506,82.4582338902148,68.68715286254883,80.35111027910622,389.0858476161957,3.282248020172119,0.5848838636585911,0.001,64,lr_0.001_hc_64
108,3.113649845123291,1.676841139793396,0.30825477838516235,1.128553867340088,89.66928060006819,82.67984998295262,69.01547312736511,80.45486790346197,392.67530250549316,3.3319945335388184,0.5819594443402982,0.001,64,lr_0.001_hc_64
109,3.139716625213623,1.6218746900558472,0.29301926493644714,1.2248226404190063,89.54994885782476,82.81622911694511,69.18643712997437,80.51753836824808,396.20025277137756,3.2734577655792236,0.5790496471185967,0.001,64,lr_0.001_hc_64
110,3.033289909362793,1.6651649475097656,0.29145753383636475,1.0766674280166626,89.36242754858506,83.15717695192636,69.36471462249756,80.62810637433633,399.6953127384186,3.2363877296447754,0.5761543988830038,0.001,64,lr_0.001_hc_64
111,3.048421621322632,1.5965145826339722,0.3662567138671875,1.0856503248214722,89.27719058983975,83.03784520968291,69.63102221488953,80.64868600480408,403.5372564792633,3.585071086883545,0.5732736268885887,0.001,64,lr_0.001_hc_64
112,3.06318998336792,1.6702736616134644,0.2663056552410126,1.1266107559204102,89.46471189907945,82.85032390044323,70.26207447052002,80.85903675668091,407.49641704559326,3.678675889968872,0.5704072587541458,0.001,64,lr_0.001_hc_64
113,2.990757942199707,1.645594835281372,0.3171144723892212,1.0280486345291138,89.7545175588135,83.80497783839073,69.41885948181152,80.99278495967192,410.94906091690063,3.1820359230041504,0.567555222460375,0.001,64,lr_0.001_hc_64
114,3.1060895919799805,1.7205570936203003,0.33359333872795105,1.0519393682479858,88.95329014660757,83.85612001363792,68.76577138900757,80.5250605164177,414.9012122154236,3.7297983169555664,0.5647174463480732,0.001,64,lr_0.001_hc_64
115,3.178323745727539,1.766749620437622,0.30463096499443054,1.1069432497024536,89.54994885782476,83.0889873849301,70.0749397277832,80.90462532351269,419.00968956947327,3.83720326423645,0.5618938591163328,0.001,64,lr_0.001_hc_64
116,3.1570587158203125,1.6993385553359985,0.31277528405189514,1.1449447870254517,89.31128537333788,83.02079781793385,70.3205406665802,80.88420795261732,423.08421206474304,3.777205228805542,0.5590843898207511,0.001,64,lr_0.001_hc_64
117,3.1170711517333984,1.6614469289779663,0.32379770278930664,1.131826400756836,89.03852710535288,83.34469826116604,69.78210806846619,80.7217778116617,427.1670627593994,3.8095781803131104,0.5562889678716474,0.001,64,lr_0.001_hc_64
118,3.1166653633117676,1.7142651081085205,0.313897043466568,1.0885032415390015,89.4817592908285,83.34469826116604,69.64408755302429,80.82351503500628,430.94912362098694,3.5107407569885254,0.5535075230322891,0.001,64,lr_0.001_hc_64
119,3.159276008605957,1.7794907093048096,0.32375964522361755,1.0560256242752075,89.890896692806,84.1800204568701,68.69034767150879,80.92042160706163,434.96911120414734,3.7578892707824707,0.5507399854171277,0.001,64,lr_0.001_hc_64
120,3.1635541915893555,1.7691309452056885,0.2937903106212616,1.1006327867507935,90.06137061029662,83.66859870439822,69.3562924861908,81.02875393362855,438.85704350471497,3.643537759780884,0.547986285490042,0.001,64,lr_0.001_hc_64
121,3.117691993713379,1.7251570224761963,0.33729782700538635,1.055237054824829,89.56699624957382,84.07773610637572,70.08922100067139,81.24465111887363,442.8271586894989,3.714991569519043,0.5452463540625918,0.001,64,lr_0.001_hc_64
122,3.158979892730713,1.7486233711242676,0.30360737442970276,1.106749176979065,89.77156495056256,83.78793044664167,69.65537667274475,81.07162402331633,446.8365750312805,3.7376012802124023,0.5425201222922789,0.001,64,lr_0.001_hc_64
123,3.085967540740967,1.7632243633270264,0.30767273902893066,1.0150704383850098,89.63518581657006,84.02659393112853,70.49748301506042,81.38642092091968,450.81689262390137,3.729806423187256,0.5398075216808175,0.001,64,lr_0.001_hc_64
